market_hash_name,hash
'★ Falchion Knife | Ultraviolet (Minimal Wear)',85816288734636463261422588278580037675965193664952515230713999923813259534220
'StatTrak™ Galil AR | Black Sand (Minimal Wear)',18331599512749175434814098696166371202639650251191659706685948188825565323854
'USP-S | Cyrex (Well-Worn)',92276839121369689357882398321144419250440330681932312549210338655096979376183
'StatTrak™ Sawed-Off | Origami (Battle-Scarred)',63661268470853422227895389214820009512593844817249838247812852017336249202953
'StatTrak™ PP-Bizon | Photic Zone (Minimal Wear)',79334388728727875224757570040402069810897281265886171353318750744019303917617
'StatTrak™ AWP | Hyper Beast (Minimal Wear)',101902969303325021070048611925287538385665054831739896394892100369480366528901
'StatTrak™ Glock-18 | Royal Legion (Well-Worn)',81417790177056508452546929977096645384937692266763636721449059878532537689532
'StatTrak™ FAMAS | Djinn (Minimal Wear)',82033492689413593905336995005751117720242695547725086315251064449182865443492
'StatTrak™ P2000 | Turf (Field-Tested)',26416245241906331163825661857399884286149853358875650688428870802881837137976
'StatTrak™ Galil AR | Firefight (Field-Tested)',77712741082926875814464240665056657287222143014913815403310209497310968221297
'StatTrak™ Five-SeveN | Scumbria (Minimal Wear)',91951996338011814336966530178613467000037493485612034800522686650559994037074
'StatTrak™ MP9 | Bioleak (Factory New)',5136104480902017816815061431681307425597783101721770163202035544014121895102
'SCAR-20 | Palm (Minimal Wear)',62272222740347837976092620514893199750245003428289576465127221490663068491452
'CZ75-Auto | Yellow Jacket (Battle-Scarred)',37980637293795597433612712126631692584615474600461213951256224296863071293470
'Sticker | kennyS (Foil) | Cologne 2016',29461998991456351481291952731426821648127611572112046789745389144973357947106
'CZ75-Auto | Indigo (Battle-Scarred)',28669302958856815913312854110632256339611226029657460543178788072635101625228
'MAC-10 | Carnivore (Well-Worn)',111995040742430957921044244413243095768673396109302080256572381824246881754924
'Sticker | The Spartan',49285916952108292797778799919082799000311000152405393111928771640800841781484
'Sealed Graffiti | Smarmy (Desert Amber)',73134673519914585213076492738237439619835012760765355558366649673806129738663
'StatTrak™ MP7 | Cirrus (Field-Tested)',58451137511446937333890290250803835445237510622979410141334172642463588469336
'StatTrak™ P250 | Iron Clad (Battle-Scarred)',69357346494782876940805459006114367104197055935724995605432431853484384480436
'★ StatTrak™ Paracord Knife | Case Hardened (Field-Tested)',87492633751638190743351877975231183873458290122721222382018491718366604554107
'Patch | Longevity',96580090490103991934264297489479487272083903636359194553790721134760298859569
'Negev | Boroque Sand (Well-Worn)',103054808787020287081146527015167764898606203003648773151703405619502727312100
'Patch | Howl',71642739100278922360397640623245080449755584565886790120242540602958434179060
'Patch | Rage',63141676755244751739563353892544282017539726763370132875024164367672464905986
'StatTrak™ Dual Berettas | Cartel (Well-Worn)',45199389019295799441287727898509374532179316477945972820204422367806758555509
'Patch | Chicken Lover',55566305574749874256502481764764381606591284374037754287723579417412428468114
'Patch | Danger Zone',69436157991235223464730198092665900647914399884743996338829944170533938563108
'Patch | The Boss',111622087342794144794132960760536327995468506576091950782235498774457551647102
'★ Butterfly Knife | Stained (Battle-Scarred)',67209446902408741690441018029105640348665287164747797189390997854205710229815
'Patch | Vanguard',47406543398519471594260255056164478695809680513911327627339370580308063137787
'Patch | Koi',91519742089347812582626377301987202681682373314777345289615570831912566343423
'Patch | Shattered Web',23049165632253685870675051639069307851454836280909742372700451131576985808535
'Patch | Breakout',77819287155339263336165748438349337354138026002759552721733849410770468388579
'CS:GO Patch Pack',36629117470473910049439370185063513764889568489415307751435999833558767665697
'Patch | Hydra',56804044219817342581292627857660053374839416948183802882358402352866654590643
'★ Huntsman Knife | Blue Steel (Minimal Wear)',30349119446402845540066117296337381357284272932875533934138381763529417211755
'Patch | Wildfire',9993533107728126247901947954392780599362599999803941785153182122842830278633
'Patch | Easy Peasy',28055175497910573013895878904858608764732482983596749142918043962924154468583
'StatTrak™ G3SG1 | Ventilator (Field-Tested)',49581069372524950839898191673450343769456500207926981872166085007803187195975
'G3SG1 | Orange Crash (Factory New)',67748303808370256029545697370532528658039981750138905216350325844608088109228
'★ Huntsman Knife | Stained (Minimal Wear)',87960131553379425400296229133611112278094583218015450195826917589252162325872
'StatTrak™ Five-SeveN | Buddy (Field-Tested)',2479489358706919311471324517431542483146402276006164676834594712667239984713
'P2000 | Red FragCam (Well-Worn)',78685070282529192651636733127838890047046049301546122288724429188261735178080
'SSG 08 | Necropos (Factory New)',68149316696259619211156924113241287543339112745995095234188553222448818289509
'★ StatTrak™ Survival Knife | Urban Masked',9632914941525642553677576481278190990961480352264290760024785484908198121997
'★ StatTrak™ Survival Knife | Crimson Web',29314660249252533033267148549560345525802080009094819648504649268591691378143
'★ StatTrak™ Skeleton Knife | Scorched',55778225013811033606180026686118612603998522645727037242530027509207404494866
'Sticker | Skulltorgeist',21390634188831100900238116335447579579916386750844890931385533372299284762917
'★ StatTrak™ Nomad Knife | Boreal Forest',27193100065029450586795042493341589122787563923076541371716968624000335238868
'★ StatTrak™ Paracord Knife | Blue Steel (Minimal Wear)',46937534939477672073178191221786161238868843416709456572352731697834604573022
'★ Flip Knife | Rust Coat (Well-Worn)',57509371038074777993717626483874914660709005881234528303460066252039893714802
'Negev | Boroque Sand (Minimal Wear)',83600545540449698345567654601376981919147148702529177570538911462506434891233
'★ StatTrak™ Paracord Knife | Forest DDPAT (Factory New)',107902594344310713137231574651855274690681322836173803446322695604476423719474
'★ Gut Knife | Night (Minimal Wear)',18570790403727667459631974314640909086202743406682525108544796194297315759830
'StatTrak™ P2000 | Turf (Minimal Wear)',17916489818111876519897423416297138078747536926877347496123228720744229395324
'StatTrak™ UMP-45 | Momentum (Factory New)',22108447474174560749637088459301136337553437586259024012433725211745131962129
'★ Survival Knife | Forest DDPAT',44905922689088338102125615307672600621865588300040321340206880216924367826155
'★ Nomad Knife | Night Stripe',21942294139702239478160486284065015530570699589417831634572604113653767126945
'StatTrak™ Glock-18 | Ironwork (Battle-Scarred)',81832917287863068056279768612979970211475973575054706805340399821356403769372
'MP7 | Special Delivery (Factory New)',45814035458070659980533742582035892312475391801664211574750994375937751784026
'★ Nomad Knife | Night Stripe (Well-Worn)',44525579126666978077023401530034088961743461120307080952660653086760049447873
'Nova | Plume (Field-Tested)',115238980348902206512879441697649038306496792263910583081580464109460732915079
'StatTrak™ M4A1-S | Decimator (Field-Tested)',14027102922109224041750596486893771521062917356225700737680710370387375408150
'★ StatTrak™ Skeleton Knife | Safari Mesh',78935321933551396444367118653002220004489223250439649299523822062287503586120
'Nova | Exo (Factory New)',110574913082529933586040778947663542916774021880175079367166105340911918149299
'Patch | Phoenix',55874991808851369015868375374021988315852523811470065020158025715420710288283
'Sticker | Chabo',91764057128135629178294846329840204196022428415655090443387518064463713773897
'Sticker | Bombsquad',22754726274019537456292769634201531660343546767737819233942441413083869394687
'Patch | Dragon',14119878326168206541347858705828800442501851180476661156404654341451909931345
'MAG-7 | Petroglyph (Factory New)',86736084380959335430301582977256552978491851771972682222251271868001366625535
'Patch | Bravo',80246516277964116697664383831455174200106298162743397627447842323437720130274
'Patch | Bloodhound',452414178681189393799050622101362097754303446472733175001610477110892337851
'SG 553 | Tiger Moth (Battle-Scarred)',101188114955632622353542668266594825304772398920379073313898559203106760397025
'Five-SeveN | Scumbria (Minimal Wear)',7003091642815041873602459973262537068758595289283062903118222876857349710647
'Pinups Capsule',42648843329403438532765856130671746885599186277205970815869143524810960720429
'Patch | Welcome to the Clutch',66926045698390344753080655662810043978024696321381170823063710461389620678312
'SCAR-20 | Green Marine (Factory New)',14965394158069648006817854732452650980423449438184701257526592741056575754620
'Patch | Payback',107391260269252679225240402496699842237950591057601378036190145534575299175700
'StatTrak™ M4A4 | Desolate Space (Field-Tested)',2464694061128390018204261329536087164308209432424896440057874671518391476954
'Patch | Vigilance',56648279032450416425285809471853795471768487475269544989302172563570707523683
'★ Skeleton Knife | Urban Masked',71832446095626881866411793772096145796320098393462913574713603324710568217551
'Patch | Crazy Banana',30652514533051765073828148789862034029866613770654647547270311467292684086652
'★ StatTrak™ Survival Knife | Stained',57221606935109864713224688530381843897258064379401686010592532450086750992674
'USP-S | Torque (Battle-Scarred)',41978334109263913588216619818791704881680250241514757592646267036450119219339
'★ StatTrak™ Nomad Knife | Safari Mesh',18073130052377321942616444128306828306149219108519508666282318050750063302395
'★ StatTrak™ Nomad Knife | Blue Steel',89150161955755624199686724777819176202601607810792609096986808288206104856098
'★ StatTrak™ Skeleton Knife | Slaughter',15915328244563399919992462882375332701507365016013984194644704916959873820210
'R8 Revolver | Nitro (Factory New)',100128695874647944987068322558270212157669126893414879236856039504603785028361
'Glock-18 | Groundwater (Battle-Scarred)',105160245299500863248787315814815431557042880805078338797616168100578115553901
'Souvenir Tec-9 | Brass (Well-Worn)',91682474921188965893949908803970151200355222983463411639522232143470178849429
'PP-Bizon | Embargo (Well-Worn)',69274190343988759865573741576227482145553400910826563593061324253955987456342
'P250 | Inferno (Battle-Scarred)',67374467400927183905641051274160467051567920724701404715230072338123128679518
'StatTrak™ Glock-18 | Wraiths (Factory New)',87457326762577816019830706596284354820521942956809086950971942416665217173131
'P2000 | Imperial (Field-Tested)',58996350026153020926742023942167956481263397713248994926963836666936259927395
'SCAR-20 | Powercore (Minimal Wear)',87224227454692921944283079327645174274067428074558619012923194425125449611977
'G3SG1 | Orange Crash (Minimal Wear)',36812973907575909612413731822130712666411901193218682657013604640929683481398
"'Music Kit | Sasha, LNOE'",2319338289363635373005252319792569480013170335211734698968117372891923089095
'Galil AR | Chatterbox (Field-Tested)',36090581157784971004032419986105404734960099159321103898589749632324104997815
'StatTrak™ Dual Berettas | Ventilators (Minimal Wear)',105765242861805679499565106462735536969318609122046517226731750630782747461040
'MP5-SD | Bamboo Garden (Field-Tested)',50217684582594593290890752975174050966620969457844976653177745613509187037199
'MAC-10 | Rangeen (Well-Worn)',61173116834084400102773653645584822584908997950236988418596458443872296023894
'Sawed-Off | Irradiated Alert (Battle-Scarred)',43910071962849464062494353024127659267892981746512478838152446548017949886206
'UMP-45 | Plastique (Factory New)',53679816163989561898182483276876865502818474546193578577303767598793267801341
'MP7 | Neon Ply (Battle-Scarred)',103747966566978436541635639770068475357433151195394636313303076350829363450512
'Tec-9 | Toxic (Well-Worn)',52308226279162135668413559608348208802607304542437348729958371877398427667195
'Sticker | The Samurai',646438591961019384503728648226864227140625826539739405914495271616120881743
'Sticker | MIBR (Foil) | London 2018',94723885737008926876144509016335300455454195643452075297482784832278285384836
'StatTrak™ Galil AR | Black Sand (Field-Tested)',112848067934888429574142138096411991032967390665249051371220074738934852858164
'StatTrak™ XM1014 | Slipstream (Minimal Wear)',8141097636559508736363987181015576156095776631699331329838186289846347819369
'★ Skeleton Knife | Stained',112651558466881582660647148019100475864896853127055003231049343925072641628335
